query_target_class,decoy_reference_class,molecule_chembl_id,canonical_smiles,decoy_label,mw,logp,scaffold_smiles
FabI,70S_ribosome,CHEMBL3114324,NCCCC[C@H](N)C(=O)NC[C@@H]1CC[C@@]2(O1)[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N,cross_target_decoy_not_inactive,359.47100000000006,-2.7431999999999945,C1CCC2(CC1)CCCO2
FabI,LpxC,CHEMBL3947148,CCOc1ccc(-c2ccc(C(=O)N(C)[C@@](C)(C(=O)NC)C(=O)NO)cc2)cc1,cross_target_decoy_not_inactive,399.44700000000006,1.8343999999999991,c1ccc(-c2ccccc2)cc1
FabI,Gyr,CHEMBL5287867,Nc1nc(=S)[nH]c2c1C(c1ccc(Cl)cc1)C=C(c1cc3ccccc3oc1=O)O2,cross_target_decoy_not_inactive,435.8920000000002,5.046590000000003,O=c1oc2ccccc2cc1C1=CC(c2ccccc2)c2cnc(=S)[nH]c2O1
FabI,MurA,CHEMBL381658,O=C1O/C(=C\c2cccc(C(F)(F)F)c2)C(O)=C1c1cccc2ccccc12,cross_target_decoy_not_inactive,382.33700000000005,5.725600000000004,O=C1OC(=Cc2ccccc2)C=C1c1cccc2ccccc12
FabI,TopoIV,CHEMBL5595242,COc1ccc2ncc(F)c(CCN3CCC(C(O)Cc4ccc(C)cc4)CC3)c2n1,cross_target_decoy_not_inactive,423.5320000000002,3.9440200000000027,c1ccc(CCC2CCN(CCc3ccnc4cccnc34)CC2)cc1
FabI,LpxC,CHEMBL3647249,CC(CCc1ccc(OCc2ccc(Cl)cc2F)cc1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,429.8970000000001,3.299400000000002,c1ccc(COc2ccccc2)cc1
FabI,Gyr,CHEMBL438444,O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3cccc(C4CCCCN4)c3)cc1n2C1CC1,cross_target_decoy_not_inactive,435.5240000000003,4.860100000000003,O=c1[nH]sc2c1c(=O)c1ccc(-c3cccc(C4CCCCN4)c3)cc1n2C1CC1
FabI,GyrB,CHEMBL5422204,CCCCCc1nnc(NC(=S)NS(=O)(=O)c2ccc(C)cc2)s1,cross_target_decoy_not_inactive,384.55200000000013,3.254520000000001,O=S(=O)(NC(=S)Nc1nncs1)c1ccccc1
FabI,Gyr,CHEMBL4177464,C#CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,cross_target_decoy_not_inactive,369.3960000000002,1.9289,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
FabI,LpxC,CHEMBL3647126,CC(CCc1ccc(-c2ccc(C#N)cc2)cc1F)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,390.4360000000001,2.6056799999999996,c1ccc(-c2ccccc2)cc1
FabI,GyrB,CHEMBL568222,CCNC(=O)Nc1cn2c(-c3ncc(S(C)(=O)=O)cn3)cc(-c3cccnc3)cc2n1,cross_target_decoy_not_inactive,437.4850000000001,2.398200000000001,c1cnc(-c2cc(-c3cccnc3)cc3nccn23)nc1
FabI,LeuRS,CHEMBL4444740,Cc1cc(-c2cccc(S(=O)(=O)CC(=O)[C@@H](N)CC(C)C)c2)ncn1,cross_target_decoy_not_inactive,361.46700000000004,2.16822,c1ccc(-c2ccncn2)cc1
FabI,LpxC,CHEMBL2023137,C[C@@](CCn1ccc(-c2ccccc2)nc1=O)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,365.41100000000006,0.6090999999999996,O=c1nc(-c2ccccc2)cc[nH]1
FabI,LpxC,CHEMBL3935743,CC(C)(O)C(=O)c1ccc(-c2ccc(CC[C@](C)(C(=O)NO)S(C)(=O)=O)cc2)cc1,cross_target_decoy_not_inactive,433.52600000000007,2.5485000000000007,c1ccc(-c2ccccc2)cc1
FabI,GyrB,CHEMBL578336,CCNC(=O)Nc1cn2c(-c3nc(C)cc(C)n3)cc(-c3cccnc3)cc2n1,cross_target_decoy_not_inactive,387.44700000000006,3.6115400000000024,c1cnc(-c2cc(-c3cccnc3)cc3nccn23)nc1
FabI,GyrB,CHEMBL5413640,COCCN(C(=O)c1[nH]c(C)c(Cl)c1Cl)c1nc2ccc(C(=O)O)cc2s1,cross_target_decoy_not_inactive,428.29700000000014,4.231020000000003,O=C(Nc1nc2ccccc2s1)c1ccc[nH]1
FabI,TopoIV,CHEMBL3235085,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C(=O)O)c2)cn1,cross_target_decoy_not_inactive,437.4030000000001,4.125500000000003,c1cncc(-c2cnccc2-c2nccs2)c1
FabI,LpxC,CHEMBL4437188,C[C@@](C[C@H]1CN(c2ccc(C#CC3CC3)cc2)C(=O)O1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,406.4600000000001,1.4721000000000002,O=C1OCCN1c1ccc(C#CC2CC2)cc1
FabI,DHFR,CHEMBL3234319,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(N(C)C)cc2)cc1OC,cross_target_decoy_not_inactive,415.54100000000017,4.100200000000004,C(#Cc1cncnc1)Cc1ccc(-c2ccccc2)cc1
FabI,LeuRS,CHEMBL4167692,Cc1cc(-c2cccc(S(=O)(=O)NC(=O)[C@@H](N)CC(C)C)c2)ncn1,cross_target_decoy_not_inactive,362.4550000000001,1.6303199999999995,c1ccc(-c2ccncn2)cc1
FabI,Gyr,CHEMBL3329314,CCNC(=O)Nc1cc(Nc2ccccc2)c(C(=O)NCc2cccnc2)cn1,cross_target_decoy_not_inactive,390.4470000000001,3.2916000000000016,O=C(NCc1cccnc1)c1cnccc1Nc1ccccc1
FabI,GyrB,CHEMBL565743,CCNC(=O)Nc1cn2c(-c3ncc(C)cn3)cc(-c3ccn(CCF)c(=O)c3)cc2n1,cross_target_decoy_not_inactive,435.4630000000002,3.039320000000002,O=c1cc(-c2cc(-c3ncccn3)n3ccnc3c2)cc[nH]1
FabI,LpxC,CHEMBL2023131,C[C@@](CCn1ccc(-c2ccccc2)cc1=O)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,364.42300000000006,1.2140999999999997,O=c1cc(-c2ccccc2)cc[nH]1
FabI,DHFR,CHEMBL584164,COc1cc(-c2ccccc2C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,cross_target_decoy_not_inactive,372.4720000000001,4.088640000000002,C(#Cc1cncnc1)Cc1cccc(-c2ccccc2)c1
FabI,LpxC,CHEMBL1668456,C[C@@H](O)[C@@H](NC(=O)N1CCN(c2ccc(C#Cc3ccc(CO)cc3)cc2)CC1)C(=O)NO,cross_target_decoy_not_inactive,452.5110000000002,0.6650999999999997,C(#Cc1ccc(N2CCNCC2)cc1)c1ccccc1
FabI,Gyr,CHEMBL1774264,COc1c(N2CC[C@@H]([C@H](C)NCCF)C2)c(F)cc2c(=O)c3c(=O)[nH]sc3n(C3CC3)c12,cross_target_decoy_not_inactive,464.53800000000024,3.1610000000000014,O=c1[nH]sc2c1c(=O)c1ccc(N3CCCC3)cc1n2C1CC1
FabI,Gyr,CHEMBL3659010,C[C@@H]1CN2c3c(cc4c(-c5ccccc5F)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,cross_target_decoy_not_inactive,482.4430000000002,2.6637000000000004,O=C1NC(=O)C2(Cc3cc4c(-c5ccccc5)noc4cc3N3CCOCC32)C(=O)N1
FabI,MurC,CHEMBL5090659,Cc1cc(Nc2nc3c(c(=O)n(Cc4cc5c(Cl)cccc5[nH]4)c(=O)n3C)n2C)nc(CCC(=O)O)n1,cross_target_decoy_not_inactive,522.9530000000002,2.4759199999999995,O=c1[nH]c2nc(Nc3ccncn3)[nH]c2c(=O)n1Cc1cc2ccccc2[nH]1
FabI,LpxC,CHEMBL6039591,N=S1(=O)CCC(NCc2ccc(C#Cc3ccc(C(CO)Cc4nc[nH]c(=O)c4O)cc3)cc2)CC1,cross_target_decoy_not_inactive,506.6280000000003,2.4926700000000004,N=S1(=O)CCC(NCc2ccc(C#Cc3ccc(CCc4cc(=O)[nH]cn4)cc3)cc2)CC1
FabI,Gyr,CHEMBL3659033,CCNC(=O)c1noc2c(Cl)c3c(nc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,cross_target_decoy_not_inactive,476.8770000000002,0.5166000000000004,O=C1NC(=O)C2(Cc3nc4cnoc4cc3N3CCOCC32)C(=O)N1
FabI,Gyr,CHEMBL3658962,C[C@@H]1CN2c3c(cc4c(-c5nccs5)noc4c3Cl)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,cross_target_decoy_not_inactive,487.92500000000024,2.4954,O=C1NC(=O)C2(Cc3cc4c(-c5nccs5)noc4cc3N3CCOCC32)C(=O)N1
FabI,Gyr,CHEMBL3663206,CSc1nccc(-c2noc3c(F)c4c(cc23)CC2(C(=O)NC(=O)NC2=O)[C@H]2[C@H](C)O[C@H](C)CN42)n1,cross_target_decoy_not_inactive,512.5230000000003,2.0364999999999998,O=C1NC(=O)C2(Cc3cc4c(-c5ccncn5)noc4cc3N3CCOCC32)C(=O)N1
FabI,Gyr,CHEMBL4872256,Cc1[nH]c(C(=O)N(Cc2ccccc2)c2nc3ccc(NC(=O)C(=O)O)cc3s2)c(Cl)c1Cl,cross_target_decoy_not_inactive,503.3670000000003,5.109720000000003,O=C(c1ccc[nH]1)N(Cc1ccccc1)c1nc2ccccc2s1
FabI,MurC,CHEMBL329389,N#Cc1c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(Cl)cc2Cl)sc2c1CCC(c1ccccc1)C2,cross_target_decoy_not_inactive,576.5270000000003,5.472280000000005,O=C(Nc1cc2c(s1)CC(c1ccccc1)CC2)c1cccc(S(=O)(=O)N2CCOCC2)c1
FabI,LpxC,CHEMBL3647251,CC(CCc1ccc(OCc2ccc(S(C)(=O)=O)cc2)cc1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,455.55400000000014,1.9104000000000003,c1ccc(COc2ccccc2)cc1
FabI,LpxC,CHEMBL3647227,Cc1ccc(Cc2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)cc1,cross_target_decoy_not_inactive,473.5510000000001,2.7891200000000005,c1ccc(Cc2noc(COc3ccccc3)n2)cc1
FabI,TopoIV,CHEMBL4859342,COc1ccc2ncc(F)c(C(O)C[C@H]3OC[C@H](NCc4ccc5c(n4)NC(=O)CS5)CO3)c2n1,cross_target_decoy_not_inactive,501.54000000000025,2.1715,O=C1CSc2ccc(CNC3COC(CCc4ccnc5cccnc45)OC3)nc2N1
FabI,Gyr,CHEMBL6101837,Cc1[nH]c(C(=O)Nc2ccc(-c3noc(=O)[nH]3)cc2N2CCNCC2)c(Cl)c1Cl.Cl,cross_target_decoy_not_inactive,473.7480000000002,3.056920000000001,O=C(Nc1ccc(-c2noc(=O)[nH]2)cc1N1CCNCC1)c1ccc[nH]1
FabI,TopoIV,CHEMBL4294536,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2CCN(C)CC2)cn1,cross_target_decoy_not_inactive,542.5910000000001,4.727300000000004,c1cnc2cc(-c3cnccc3-c3nccs3)c(N3CCNCC3)nc2c1
FabI,DHFR,CHEMBL176217,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCNc1ccc(N(C)C)cc1,cross_target_decoy_not_inactive,452.55900000000025,3.1960000000000006,c1ccc(NCCCOc2ccc(Cc3cncnc3)cc2)cc1
FabI,MurC,CHEMBL258599,N#Cc1c(NC(=O)c2cc(S(=O)(=O)NCCCCO)ccc2Cl)sc2c1CCC2,cross_target_decoy_not_inactive,453.9730000000002,3.064980000000002,O=C(Nc1cc2c(s1)CCC2)c1ccccc1
FabI,TopoIV,CHEMBL5421348,COc1ccc2nccc(OC[C@@H]3CC[C@@H](NC(=O)c4ccc(I)c(F)c4)CO3)c2n1,cross_target_decoy_not_inactive,537.3290000000001,3.738500000000002,O=C(NC1CCC(COc2ccnc3cccnc23)OC1)c1ccccc1
FabI,Gyr,CHEMBL6142687,CC(C)C(=O)c1c2c(c(OCC3CO3)c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)[C@@H]3C(C)C)[C@H](C(C)C)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,cross_target_decoy_not_inactive,688.8580000000001,7.483500000000009,O=C1CC(=O)C2=C(C1)Oc1cc3c(c(OCC4CO4)c1C2)CC1=C(CC(=O)CC1=O)O3
FabI,70S_ribosome,CHEMBL3251872,CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](OC(C)=O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)O,cross_target_decoy_not_inactive,856.0160000000001,3.338200000000008,O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCCC=CC=CCCO1
FabI,Gyr,CHEMBL6163821,CC(C)Oc1c(NC(=O)c2ccc(NC(=O)[C@H](Cc3cscn3)NC(=O)c3ccc(NC(=O)c4ccc(C#N)cc4)cc3)cc2)ccc(C(=O)Nc2ccc(C(=O)O)cc2)c1O,cross_target_decoy_not_inactive,851.8980000000001,6.942480000000006,O=C(Nc1ccc(C(=O)NC(Cc2cscn2)C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)Nc4ccccc4)cc3)cc2)cc1)c1ccccc1
FabI,70S_ribosome,CHEMBL405863,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2[C@H](SCCn3cnc4cccnc43)C(=O)O[C@@]21C,cross_target_decoy_not_inactive,949.2179999999997,4.806200000000008,O=C1CCCC(OC2CCCCO2)CC(OC2CCCCO2)CC(=O)OCC2OC(=O)C(SCCn3cnc4cccnc43)C2C1
FtsZ,LpxC,CHEMBL108805,O=C(NO)C1COC(c2ccccc2)=N1,cross_target_decoy_not_inactive,206.20100000000002,0.33739999999999926,c1ccc(C2=NCCO2)cc1
FtsZ,LpxC,CHEMBL2023128,CC(CCc1ccc(-c2ccccc2)nc1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,348.4240000000001,1.9898999999999991,c1ccc(-c2ccccn2)cc1
FtsZ,70S_ribosome,CHEMBL1631491,N[C@@H]1C[C@H](N)[C@@]2(CC[C@@H](O)[C@@H](O)CO2)[C@H](O)[C@H]1O,cross_target_decoy_not_inactive,262.306,-2.962499999999998,C1CCOC2(CC1)CCCCC2
FtsZ,RpoB,CHEMBL426227,O=C(O)c1ccc2c(c1)nc(-c1ncc[nH]1)n2C1CCCCC1,cross_target_decoy_not_inactive,310.35700000000014,3.629800000000002,c1ccc2c(c1)nc(-c1ncc[nH]1)n2C1CCCCC1
FtsZ,70S_ribosome,CHEMBL427409,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,cross_target_decoy_not_inactive,322.362,-5.115599999999994,C1CCC(OC2CCCCO2)CC1
FtsZ,Gyr,CHEMBL472524,CCNC(=O)Nc1nc2cc(-c3cccnc3)ccc2[nH]1,cross_target_decoy_not_inactive,281.319,2.7663,c1cncc(-c2ccc3[nH]cnc3c2)c1
FtsZ,DHFR,CHEMBL59283,Cc1ccnc2ccc(Cc3cnc(N)nc3N)cc12,cross_target_decoy_not_inactive,265.32,2.0884199999999993,c1cnc2ccc(Cc3cncnc3)cc2c1
FtsZ,FabI,CHEMBL2178292,CCc1ccc(Oc2ccc(S(C)(=O)=O)cc2F)c(O)c1,cross_target_decoy_not_inactive,310.346,3.289500000000002,c1ccc(Oc2ccccc2)cc1
FtsZ,LpxC,CHEMBL2012190,CC(C)[C@H](O)[C@](C)(OCc1ccc(-c2ccccc2)cc1)C(=O)NO,cross_target_decoy_not_inactive,343.42300000000006,3.1512000000000002,c1ccc(-c2ccccc2)cc1
FtsZ,DHPS,CHEMBL159048,Nc1nc(O)c(N=O)c(NCCCOc2ccc([N+](=O)[O-])cc2)n1,cross_target_decoy_not_inactive,334.292,1.9514999999999996,c1ccc(OCCCNc2ccncn2)cc1
FtsZ,LpxC,CHEMBL2023519,C[C@@](CCn1ccc(-c2ccc(-c3ccccn3)cc2)cc1=O)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,441.5090000000002,2.2760999999999996,O=c1cc(-c2ccc(-c3ccccn3)cc2)cc[nH]1
FtsZ,LpxC,CHEMBL3924968,CC(=O)c1ccc(-c2ccc(CC[C@](C)(C(=O)NO)S(C)(=O)=O)cc2)cn1,cross_target_decoy_not_inactive,390.461,2.1925,c1ccc(-c2cccnc2)cc1
FtsZ,LpxC,CHEMBL2012201,C[C@@](OCc1ccc(-c2ccccc2)cc1)(C(=O)NO)[C@@H](O)c1ncco1,cross_target_decoy_not_inactive,368.38900000000007,2.855899999999999,c1ccc(-c2ccc(COCCc3ncco3)cc2)cc1
FtsZ,DHFR,CHEMBL369645,COc1ccc(Cc2cnc(N)nc2N)cc1OCCCCN1C(=O)c2ccccc2C1=O,cross_target_decoy_not_inactive,447.4950000000003,2.6956000000000007,O=C1c2ccccc2C(=O)N1CCCCOc1cccc(Cc2cncnc2)c1
FtsZ,TopoIV,CHEMBL4536608,O=c1cc(NC[C@H](O)CN2CCN(c3nccc4ccc(F)cc34)CC2)c2ccccc2o1,cross_target_decoy_not_inactive,448.4980000000002,3.075300000000002,O=c1cc(NCCCN2CCN(c3nccc4ccccc34)CC2)c2ccccc2o1
FtsZ,LpxC,CHEMBL3647242,CC(CCc1ccc(OCc2nc(C3CCC3)no2)cc1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,423.4910000000001,2.1574,c1ccc(OCc2nc(C3CCC3)no2)cc1
FtsZ,Gyr,CHEMBL1256993,COc1c(N2CC[C@@H](C(C)(C)N)C2)c(F)cc2c(=O)c3c(=O)[nH]sc3n(C3CC3)c12,cross_target_decoy_not_inactive,432.5210000000002,2.950700000000001,O=c1[nH]sc2c1c(=O)c1ccc(N3CCCC3)cc1n2C1CC1
FtsZ,LpxC,CHEMBL3647154,CC(CCc1ccc(-c2cnc3ccccc3c2)cc1F)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,416.47400000000016,3.2822000000000013,c1ccc(-c2cnc3ccccc3c2)cc1
FtsZ,Gyr,CHEMBL4583055,NCC(Nc1n[nH]c2ccc(-c3ccccc3Cl)cc12)c1ccccc1,cross_target_decoy_not_inactive,362.8640000000001,4.995200000000002,c1ccc(CNc2n[nH]c3ccc(-c4ccccc4)cc23)cc1
FtsZ,DHFR,CHEMBL459177,COc1cc(-c2ccccc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,cross_target_decoy_not_inactive,358.4450000000001,3.780220000000001,C(#Cc1cncnc1)Cc1cccc(-c2ccccc2)c1
FtsZ,LpxH,CHEMBL3667230,COc1cc(F)c2[nH]c(=O)c3sccc3c2c1-c1ccc(CCN(C)C)cc1,cross_target_decoy_not_inactive,396.4870000000002,4.661600000000004,O=c1[nH]c2cccc(-c3ccccc3)c2c2ccsc12
FtsZ,Gyr,CHEMBL3357983,Cc1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@@H](C)CN31,cross_target_decoy_not_inactive,402.3820000000001,1.1660199999999994,O=C1NC(=O)C2(Cc3cc4cnoc4cc3N3CCOCC32)C(=O)N1
FtsZ,LpxC,CHEMBL3647249,CC(CCc1ccc(OCc2ccc(Cl)cc2F)cc1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,429.8970000000001,3.299400000000002,c1ccc(COc2ccccc2)cc1
FtsZ,LpxC,CHEMBL4064896,C[C@@H](O)[C@H](N[C@@H]1CCc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)C(=O)NO,cross_target_decoy_not_inactive,449.5510000000003,1.7502999999999995,C(#Cc1ccc2c(c1)CCC2)c1ccc(CN2CCOCC2)cc1
FtsZ,DHFR,CHEMBL575176,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C(C)C)cccc1C(C)C,cross_target_decoy_not_inactive,442.6070000000002,6.027020000000005,C(#Cc1cncnc1)Cc1ccc(-c2ccccc2)cc1
FtsZ,LpxH,CHEMBL3672336,Cc1cc(O)c(-c2ccc(CCN)c(Cl)c2)c2c1[nH]c(=O)c1sccc12,cross_target_decoy_not_inactive,384.88800000000003,4.578420000000002,O=c1[nH]c2cccc(-c3ccccc3)c2c2ccsc12
FtsZ,TopoIV,CHEMBL4453061,O=c1cc(NCCCN2CCN(c3nccc4ccc(F)cc34)CC2)c2c(o1)CCOC2,cross_target_decoy_not_inactive,438.5030000000004,3.024000000000001,O=c1cc(NCCCN2CCN(c3nccc4ccccc34)CC2)c2c(o1)CCOC2
FtsZ,LpxC,CHEMBL3939444,C[C@@](CCc1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,440.5430000000001,1.9663999999999995,c1ccc(-c2ccccc2)cc1
FtsZ,LpxC,CHEMBL3948562,C[C@@](CCc1ccc(-c2ccc(N)nc2)cc1)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,363.4390000000001,1.5720999999999998,c1ccc(-c2cccnc2)cc1
FtsZ,RpoB,CHEMBL185900,CCCC/C=C/C=C(\C)C(=O)c1c(O)cc(C(C)CC/C=C/NC(=O)OC)oc1=O,cross_target_decoy_not_inactive,417.5020000000002,4.974200000000004,O=c1cccco1
FtsZ,Gyr,CHEMBL5395093,O=C1COc2ccc(N3CC(CCNC4Cc5cccc(Cl)c5C4)OC3=O)nc2N1,cross_target_decoy_not_inactive,428.8760000000001,2.5382,O=C1COc2ccc(N3CC(CCNC4Cc5ccccc5C4)OC3=O)nc2N1
FtsZ,RpoB,CHEMBL184023,CCCC/C(C)=C/C=C(\C)C(=O)c1c(O)cc(CCC/C=C/NC(=O)OC)oc1=O,cross_target_decoy_not_inactive,417.5020000000002,4.803300000000004,O=c1cccco1
FtsZ,LpxC,CHEMBL2023523,C[C@@](CCn1ccc(-c2ccc(-c3ccon3)cc2)cc1=O)(C(=O)NO)S(C)(=O)=O,cross_target_decoy_not_inactive,431.47000000000014,1.8690999999999998,O=c1cc(-c2ccc(-c3ccon3)cc2)cc[nH]1
FtsZ,Gyr,CHEMBL2382364,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,cross_target_decoy_not_inactive,510.58100000000024,5.304100000000005,c1ccc(C2CC(N3CCC(CCCc4ccnc5ccccc45)CC3)C2)cc1
FtsZ,70S_ribosome,CHEMBL2105600,CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC[C@@H]2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1,cross_target_decoy_not_inactive,527.6180000000004,2.5342000000000002,O=C1CCC=CC=CCNC(=O)C=CCCOC(=O)C2CCCN2C(=O)c2coc(n2)C1
FtsZ,GyrB,CHEMBL4289998,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3nnn[nH]3)cnc2N2C3CCC2CN(C)C3)cn1,cross_target_decoy_not_inactive,585.6199999999999,3.8902000000000028,c1cc(-c2nccs2)c(-c2cc(-c3nnn[nH]3)cnc2N2C3CCC2CNC3)cn1
FtsZ,Gyr,CHEMBL3663198,C[C@@H]1CN2c3c(cc4c(C(=O)NCc5ccnn5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,cross_target_decoy_not_inactive,525.4970000000003,0.5211000000000016,O=C1NC(=O)C2(Cc3cc4c(C(=O)NCc5ccn[nH]5)noc4cc3N3CCOCC32)C(=O)N1
FtsZ,Gyr,CHEMBL3658989,C[C@@H]1CN2c3c(cc4c(-c5ccncn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,cross_target_decoy_not_inactive,466.42900000000026,1.3145999999999995,O=C1NC(=O)C2(Cc3cc4c(-c5ccncn5)noc4cc3N3CCOCC32)C(=O)N1
FtsZ,GyrB,CHEMBL4286573,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2CCC(N)CC2)cn1,cross_target_decoy_not_inactive,575.577,3.698100000000003,O=c1[nH]nc(-c2cnc(N3CCCCC3)c(-c3cnccc3-c3nccs3)c2)o1
FtsZ,LpxH,CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,cross_target_decoy_not_inactive,519.5740000000002,5.364900000000003,O=S(=O)(Nc1cccc(-c2ncsc2-c2ccncn2)c1)c1ccccc1
FtsZ,MurC,CHEMBL199629,O=C1O/C(=C\c2cccc(C(F)(F)F)c2Cl)C(O)=C1c1ccc(-c2ccccc2)c(F)c1,cross_target_decoy_not_inactive,460.8100000000001,7.031900000000005,O=C1OC(=Cc2ccccc2)C=C1c1ccc(-c2ccccc2)cc1
FtsZ,LpxC,CHEMBL1668457,C[C@@H](O)[C@@H](NC(=O)N1CCN(c2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cc2)CC1)C(=O)NO,cross_target_decoy_not_inactive,521.6180000000004,1.0050000000000006,C(#Cc1ccc(N2CCNCC2)cc1)c1ccc(CN2CCOCC2)cc1
FtsZ,Gyr,CHEMBL3658928,Cc1cc(CNc2noc3c(F)c4c(cc23)CC2(C(=O)NC(=O)NC2=O)[C@H]2[C@H](C)O[C@H](C)CN42)no1,cross_target_decoy_not_inactive,498.47100000000023,1.7661199999999995,O=C1NC(=O)C2(Cc3cc4c(NCc5ccon5)noc4cc3N3CCOCC32)C(=O)N1
FtsZ,Gyr,CHEMBL4758336,CNc1cc(F)cc2cc(C(=O)Nc3ccc(C(=O)O)cc3CN(CCO)C3CCCCC3)c(=O)[nH]c12.Cl,cross_target_decoy_not_inactive,547.0270000000005,4.208200000000003,O=C(Nc1ccccc1CNC1CCCCC1)c1cc2ccccc2[nH]c1=O
FtsZ,MurC,CHEMBL433177,CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)Nc2sc3c(c2C#N)CCCCC3)c1,cross_target_decoy_not_inactive,466.02800000000036,4.824880000000005,O=C(Nc1cc2c(s1)CCCCC2)c1ccccc1
FtsZ,Gyr,CHEMBL3658959,C[C@@H]1CN2c3c(cc4c(-c5ccnnc5)noc4c3Cl)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,cross_target_decoy_not_inactive,482.88400000000024,1.8288999999999997,O=C1NC(=O)C2(Cc3cc4c(-c5ccnnc5)noc4cc3N3CCOCC32)C(=O)N1
FtsZ,Gyr,CHEMBL5406927,COc1ccc2nccc(OC[C@@H]3CC[C@@H](NC(=O)c4cc(F)c(Br)c(F)c4)CO3)c2n1,cross_target_decoy_not_inactive,508.31900000000013,4.0355000000000025,O=C(NC1CCC(COc2ccnc3cccnc23)OC1)c1ccccc1
