compound,target_class,ecfp4_max_tanimoto,ecfp4_top5_mean,maccs_max_tanimoto,best_ref_molecule,best_ref_pchembl,best_ref_ic50_nm,best_ref_target,best_ref_organism,n_references,ecfp4_2nd_tanimoto,n_refs_above_0.4,n_refs_above_0.5,canonical_smiles,source_file,mw,logp,tpsa,hbd,hba,rotbonds,heavy_atoms,sulfonamide,beta_lactam,hydroxamate,diaminopyrimidine,xanthine,hydrazone,benzimidazole,benzothiazole,aryl_halide,similarity_component,top5_component,maccs_component,sar_bonus,evidence_score,organism_prior,evidence_tier
T2Z5,FtsZ,0.1495327102803738,0.1413130143549464,0.5584415584415584,CHEMBL1926719,4.68,21000.0,CHEMBL4213,M. tuberculosis,67,0.1415929203539823,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.09005947323704325,0.13625114301099198,0.6549165120593692,0.02,0.197329999180175,1.0,low
T2Z6,FtsZ,0.1650485436893204,0.1609894590668009,0.5789473684210527,CHEMBL3425693,4.57,27000.0,CHEMBL3999,E. coli,67,0.1634615384615384,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.11827007943512798,0.179976575704002,0.6842105263157896,0.02,0.22676076259093292,1.0,low
T2Z9,FtsZ,0.1834862385321101,0.1724262430530115,0.5714285714285714,CHEMBL3425704,4.07,85000.0,CHEMBL3999,E. coli,67,0.1818181818181818,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.1517931609674729,0.20539165122891442,0.6734693877551021,0.02,0.24826490145423033,1.0,low
X1V11,FtsZ,0.1851851851851851,0.1716049382716049,0.4125,CHEMBL3425608,4.0,100000.0,CHEMBL3999,E. coli,67,0.1744186046511628,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.15488215488215468,0.2035665294924553,0.44642857142857145,0.0,0.19529699552847685,1.0,low
X1V19,FtsZ,0.160919540229885,0.1494794311033526,0.3793103448275862,CHEMBL3425693,4.57,27000.0,CHEMBL3999,E. coli,67,0.1477272727272727,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.1107628004179727,0.154398735785228,0.39901477832512317,0.0,0.15383330090406183,1.0,low
X1V20,FtsZ,0.1566265060240964,0.1498622515813306,0.3804347826086957,CHEMBL511201,6.82,150.0,CHEMBL5096,S. aureus,67,0.1511627906976744,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.10295728368017523,0.15524944795851242,0.40062111801242245,0.0,0.15038417153157907,1.0,low
X1V26,FtsZ,0.2162162162162162,0.1956128319055815,0.475,CHEMBL3423282,7.522878745280337,30.0,CHEMBL3999,E. coli,67,0.2023809523809523,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.21130221130221125,0.25691740423462556,0.5357142857142857,0.0,0.25023759956690483,1.0,low
X1V9,FtsZ,0.225,0.1868525688756515,0.3793103448275862,CHEMBL3425693,4.57,27000.0,CHEMBL3999,E. coli,67,0.2133333333333333,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.23745015305700332,0.39901477832512317,0.0,0.23285111864938293,1.0,low
BI-1,Gyr,0.3283582089552239,0.2806313275041551,0.6984126984126984,CHEMBL472525,6.33,470.0,CHEMBL3038482,S. aureus complex,600,0.273972602739726,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.41519674355495245,0.44584739445367794,0.854875283446712,0.0,0.4472915129079025,1.0,moderate
BI-6,Gyr,0.3026315789473684,0.2883007943670107,0.7142857142857143,CHEMBL3329291,7.0,99.0,CHEMBL2094139,E. coli complex,600,0.2911392405063291,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.3684210526315789,0.4628906541489127,0.8775510204081634,0.0,0.43156584291424216,1.0,moderate
OX-11,Gyr,0.1770833333333333,0.1714266397450012,0.7023809523809523,CHEMBL4465300,6.7,200.0,CHEMBL2094139,E. coli complex,600,0.1752577319587628,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.14015151515151505,0.2031703105444471,0.8605442176870748,0.0,0.2499499678649305,1.0,low
T2Z14,Gyr,0.1858407079646017,0.1700444633591045,0.7317073170731707,CHEMBL6078265,8.11,7.8,CHEMBL2094139,E. coli complex,600,0.1782178217821782,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.15607401448109398,0.20009880746467668,0.9024390243902439,0.02,0.28342756276525277,1.0,low
T2Z5,Gyr,0.1944444444444444,0.1682829779776709,0.7023809523809523,CHEMBL488699,7.64,23.0,CHEMBL3038482,S. aureus complex,600,0.1720430107526881,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.1717171717171716,0.1961843955059353,0.8605442176870748,0.02,0.28398631738813085,1.0,low
T2Z6,Gyr,0.1944444444444444,0.1756760180019942,0.7058823529411765,CHEMBL488699,7.64,23.0,CHEMBL3038482,S. aureus complex,600,0.1720430107526881,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.1717171717171716,0.21261337333776487,0.8655462184873951,0.02,0.2888438619661363,1.0,low
T2Z9,Gyr,0.2072072072072072,0.1884659283789718,0.7402597402597403,CHEMBL6078265,8.11,7.8,CHEMBL2094139,E. coli complex,600,0.202020202020202,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.1949221949221949,0.2410353963977151,0.9146567717996291,0.02,0.3149184623304706,1.0,low
X1V11,Gyr,0.2837837837837837,0.265997924745221,0.59375,CHEMBL4863169,7.96,11.0,CHEMBL2094139,E. coli complex,600,0.2631578947368421,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.334152334152334,0.4133287216560466,0.7053571428571429,0.0,0.37621191891875005,1.0,moderate
X1V19,Gyr,0.2666666666666666,0.2599429223744292,0.5753424657534246,CHEMBL4863169,7.96,11.0,CHEMBL2094139,E. coli complex,600,0.2625,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.30303030303030287,0.3998731608320648,0.6790606653620352,0.0,0.3533425415274729,1.0,moderate
X1V20,Gyr,0.2666666666666666,0.2574429223744292,0.5675675675675675,CHEMBL4863169,7.96,11.0,CHEMBL2094139,E. coli complex,600,0.2602739726027397,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.30303030303030287,0.3943176052765092,0.667953667953668,0.0,0.3502876030273289,1.0,moderate
X1V26,Gyr,0.3194444444444444,0.3085616438356163,0.6739130434782609,CHEMBL4863169,7.96,11.0,CHEMBL2094139,E. coli complex,600,0.3150684931506849,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.3989898989898989,0.5079147640791473,0.8198757763975156,0.0,0.4494550069743636,1.0,moderate
X1V9,Gyr,0.3142857142857143,0.2886396154706013,0.5774647887323944,CHEMBL4863169,7.96,11.0,CHEMBL2094139,E. coli complex,600,0.2916666666666667,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.3896103896103896,0.4636435899346695,0.6820925553319921,0.0,0.41302997558866095,1.0,moderate
BI-1,GyrB,0.375,0.317451558103732,0.6307692307692307,CHEMBL3341781,5.5,3132.0,CHEMBL1921666,S. aureus,253,0.3623188405797101,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.5,0.5276701291194044,0.7582417582417583,0.0,0.4956537960161148,1.0,moderate
BI-6,GyrB,0.3164556962025316,0.2783629095754346,0.6438356164383562,CHEMBL3341781,5.5,3132.0,CHEMBL1921666,S. aureus,253,0.3026315789473684,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.39355581127733014,0.44080646572318793,0.7769080234833661,0.0,0.42351572559196693,1.0,moderate
OX-11,GyrB,0.2083333333333333,0.1963518325516762,0.7051282051282052,CHEMBL3736056,7.89,13.0,CHEMBL1921666,S. aureus,253,0.1979166666666666,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.19696969696969685,0.2585596278926138,0.8644688644688646,0.0,0.2927950851283315,1.0,low
T2Z14,GyrB,0.2,0.1896636849039595,0.7023809523809523,CHEMBL3735238,7.03,94.0,CHEMBL1921666,S. aureus,253,0.1929824561403508,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2436970775643544,0.8605442176870748,0.02,0.30091499295324076,1.0,low
T2Z5,GyrB,0.2277227722772277,0.2089745958424818,0.7361111111111112,CHEMBL3735238,7.03,94.0,CHEMBL1921666,S. aureus,253,0.2075471698113207,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.23222322232223216,0.2866102129832928,0.9087301587301589,0.02,0.3440736882164631,1.0,low
T2Z6,GyrB,0.2277227722772277,0.2067174983288157,0.7361111111111112,CHEMBL3735875,6.58,262.0,CHEMBL1921666,S. aureus,253,0.2058823529411764,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.23222322232223216,0.2815944407307015,0.9087301587301589,0.02,0.3428197451533153,1.0,low
T2Z9,GyrB,0.2,0.1858498023715415,0.7023809523809523,CHEMBL3735875,6.58,262.0,CHEMBL1921666,S. aureus,253,0.1909090909090909,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.23522178304787,0.8605442176870748,0.02,0.2987961693241197,1.0,low
X1V11,GyrB,0.282051282051282,0.2773230979515523,0.7424242424242424,CHEMBL3962799,5.7,2000.0,CHEMBL1826,E. coli,253,0.282051282051282,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.33100233100233084,0.43849577322567174,0.9177489177489179,0.0,0.41278744646992105,1.0,moderate
X1V19,GyrB,0.2816901408450704,0.2525559768869628,0.8135593220338984,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.25,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.33034571062740065,0.3834577264154728,1.0,0.0,0.4110372869175686,1.0,moderate
X1V20,GyrB,0.2816901408450704,0.2525559768869628,0.8305084745762712,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.25,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.33034571062740065,0.3834577264154728,1.0,0.0,0.4110372869175686,1.0,moderate
X1V26,GyrB,0.3,0.2822763249079038,0.6901408450704225,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.2837837837837837,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.3636363636363636,0.4495029442397861,0.8430583501006037,0.0,0.42065267039321885,1.0,moderate
X1V9,GyrB,0.2941176470588235,0.2697204487696026,0.8448275862068966,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.2692307692307692,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.3529411764705881,0.42160099726578354,1.0,0.0,0.43187083755173994,1.0,moderate
BI-1,LpxA,0.1818181818181818,0.1818181818181818,0.5,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.14876033057851235,0.2262626262626262,0.5714285714285715,0.0,0.21666010756919846,1.0,low
BI-6,LpxA,0.1720430107526881,0.1720430107526881,0.5135135135135135,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.13098729227761471,0.20454002389486245,0.5907335907335908,0.0,0.20523869072256157,1.0,low
OX-11,LpxA,0.1958762886597938,0.1958762886597938,0.6538461538461539,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.17432052483598873,0.25750286368843067,0.7912087912087913,0.0,0.2702172970214207,1.0,low
T2Z14,LpxA,0.1909090909090909,0.1909090909090909,0.6172839506172839,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.16528925619834706,0.24646464646464641,0.7389770723104057,0.0,0.255107350561896,1.0,low
T2Z5,LpxA,0.1495327102803738,0.1495327102803738,0.625,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.09005947323704325,0.1545171339563862,0.7500000000000001,0.0,0.19615902010761818,1.0,low
T2Z6,LpxA,0.1714285714285714,0.1714285714285714,0.6455696202531646,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.1298701298701298,0.20317460317460312,0.7793851717902351,0.0,0.23263649149725096,1.0,low
T2Z9,LpxA,0.2129629629629629,0.2129629629629629,0.6375,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.20538720538720526,0.29547325102880645,0.7678571428571429,0.0,0.2917404868793757,1.0,low
X1V11,LpxA,0.0947368421052631,0.0947368421052631,0.3820224719101123,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.0,0.032748538011695784,0.40288924558587474,0.0,0.06862052134080515,1.0,low
X1V19,LpxA,0.0833333333333333,0.0833333333333333,0.3855421686746988,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.0,0.007407407407407331,0.40791738382099835,0.0,0.06303945942500158,1.0,low
X1V20,LpxA,0.1063829787234042,0.1063829787234042,0.3975903614457831,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.0116054158607349,0.05862884160756489,0.42512908777969016,0.0,0.08422928149921219,1.0,low
X1V26,LpxA,0.1182795698924731,0.1182795698924731,0.4222222222222222,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.03323558162267835,0.08506571087216243,0.4603174603174603,0.0,0.10693183757699881,1.0,low
X1V9,LpxA,0.0978260869565217,0.0978260869565217,0.4024390243902439,CHEMBL4871671,4.301029995663981,50000.0,CHEMBL4879550,E. coli LpxA,1,0.0,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.0,0.03961352657004822,0.43205574912892,0.0,0.07471174401185006,1.0,low
BI-1,LpxC,0.2051282051282051,0.1988599194232997,0.5138888888888888,CHEMBL3647226,8.02,9.55,CHEMBL3855,P. aeruginosa,600,0.2,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.19114219114219105,0.2641331542739993,0.5912698412698413,0.0,0.25029486033007153,1.0,low
BI-6,LpxC,0.2317073170731707,0.217460910969692,0.5131578947368421,CHEMBL3647252,9.05,0.883,CHEMBL3855,P. aeruginosa,600,0.2234042553191489,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.23946784922394668,0.30546869104375995,0.5902255639097745,0.0,0.2846349319593795,1.0,low
OX-11,LpxC,0.2022471910112359,0.1983343733535608,0.627906976744186,CHEMBL2023138,8.07,8.5,CHEMBL3855,P. aeruginosa,600,0.2,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.1859039836567925,0.262965274119024,0.7541528239202658,0.0,0.27181623394619214,1.0,low
T2Z14,LpxC,0.22,0.2103447874199184,0.5833333333333334,CHEMBL2023138,8.07,8.5,CHEMBL3855,P. aeruginosa,600,0.21,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.21818181818181814,0.2896550831553742,0.6904761904761906,0.0,0.2850761084511812,1.0,low
T2Z5,LpxC,0.2448979591836734,0.2183662402760147,0.5666666666666667,CHEMBL2023522,8.96,1.1,CHEMBL3855,P. aeruginosa,600,0.2142857142857142,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.2634508348794062,0.3074805339466993,0.6666666666666667,0.0,0.3085955509263779,1.0,low
T2Z6,LpxC,0.22,0.1982601260126012,0.5666666666666667,CHEMBL2023522,8.96,1.1,CHEMBL3855,P. aeruginosa,600,0.2,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.21818181818181814,0.26280028002800265,0.6666666666666667,0.0,0.2747909790979097,1.0,low
T2Z9,LpxC,0.196078431372549,0.1891179399317606,0.5833333333333334,CHEMBL2023138,8.07,8.5,CHEMBL3855,P. aeruginosa,600,0.196078431372549,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.17468805704099813,0.24248431095946799,0.6904761904761906,0.0,0.25153653483179467,1.0,low
X1V11,LpxC,0.2142857142857142,0.204267446785979,0.5681818181818182,CHEMBL3647221,9.19,0.651,CHEMBL3855,P. aeruginosa,600,0.2125,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.20779220779220758,0.27614988174662,0.668831168831169,0.0,0.27325824965743417,1.0,low
X1V19,LpxC,0.2027027027027027,0.1971384083476293,0.5316455696202531,CHEMBL1956131,9.19,0.64,CHEMBL3855,P. aeruginosa,600,0.2025316455696202,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.18673218673218667,0.2603075741058429,0.6166365280289331,0.0,0.250938466096894,1.0,low
X1V20,LpxC,0.1951219512195122,0.1860952180322982,0.5569620253164557,CHEMBL3647151,8.15,7.11,CHEMBL3855,P. aeruginosa,600,0.1948051948051948,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.1729490022172949,0.23576715118288488,0.6528028933092225,0.0,0.24333672290075203,1.0,low
X1V26,LpxC,0.1744186046511628,0.1689242041200849,0.5581395348837209,CHEMBL2023515,9.0,1.0,CHEMBL3855,P. aeruginosa,600,0.1724137931034483,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.13530655391120505,0.19760934248907758,0.6544850498338871,0.0,0.21522837005295498,1.0,low
X1V9,LpxC,0.1785714285714285,0.1678925424023463,0.5512820512820513,CHEMBL3647221,9.19,0.651,CHEMBL3855,P. aeruginosa,600,0.1764705882352941,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.14285714285714268,0.19531676089410288,0.6446886446886448,0.0,0.21696105835539378,1.0,low
