compound,target_class,ecfp4_max_tanimoto,ecfp4_top5_mean,maccs_max_tanimoto,best_ref_molecule,best_ref_pchembl,best_ref_ic50_nm,best_ref_target,best_ref_organism,n_references,ecfp4_2nd_tanimoto,n_refs_above_0.4,n_refs_above_0.5
X1V20,PBP2a,0.12790697674418605,0.10609114047627348,0.42168674698795183,CHEMBL4634860,5.92,1200.0,CHEMBL6128,S. aureus PBP2,17,0.10344827586206896,0,0
X1V26,PBP2a,0.09090909090909091,0.08560713518160326,0.4777777777777778,CHEMBL332565,4.85,14000.0,CHEMBL2549,S. aureus PBP4,17,0.09090909090909091,0,0
X1V9,PBP2a,0.11904761904761904,0.1033072105246593,0.4268292682926829,CHEMBL4634860,5.92,1200.0,CHEMBL6128,S. aureus PBP2,17,0.10112359550561797,0,0
BI-1,TopoIV,0.2289156626506024,0.2109827454353726,0.625,CHEMBL4793192,6.54,290.0,CHEMBL3038508,S. aureus complex,190,0.2125,0,0
BI-6,TopoIV,0.25882352941176473,0.22516763534776998,0.6388888888888888,CHEMBL4793192,6.54,290.0,CHEMBL3038508,S. aureus complex,190,0.2289156626506024,0,0
OX-11,TopoIV,0.18269230769230768,0.16985726478791666,0.7011494252873564,CHEMBL4465692,5.51,3100.0,CHEMBL1895,E. coli ParC,190,0.17475728155339806,0,0
T2Z14,TopoIV,0.14912280701754385,0.1401637568497515,0.6451612903225806,CHEMBL95778,7.795880017344075,16.0,CHEMBL1895,E. coli ParC,190,0.14285714285714285,0,0
T2Z5,TopoIV,0.1623931623931624,0.1572009013798053,0.6888888888888889,CHEMBL4294536,6.4,400.0,CHEMBL3329081,E. coli ParE,190,0.16101694915254236,0,0
T2Z6,TopoIV,0.1623931623931624,0.15902567328331738,0.6888888888888889,CHEMBL4294536,6.4,400.0,CHEMBL3329081,E. coli ParE,190,0.16101694915254236,0,0
T2Z9,TopoIV,0.19090909090909092,0.16151701746529332,0.6451612903225806,CHEMBL95778,7.795880017344075,16.0,CHEMBL1895,E. coli ParC,190,0.15517241379310345,0,0
X1V11,TopoIV,0.25,0.2334712872015598,0.5978260869565217,CHEMBL4792402,5.8,1600.0,CHEMBL3038508,S. aureus complex,190,0.24390243902439024,0,0
X1V19,TopoIV,0.23376623376623376,0.21700895312302965,0.5444444444444444,CHEMBL4792402,5.8,1600.0,CHEMBL3038508,S. aureus complex,190,0.2289156626506024,0,0
X1V20,TopoIV,0.24390243902439024,0.2192816707166278,0.5730337078651685,CHEMBL4793192,6.54,290.0,CHEMBL3038508,S. aureus complex,190,0.23376623376623376,0,0
X1V26,TopoIV,0.3013698630136986,0.27179021021711414,0.6888888888888889,CHEMBL4792402,5.8,1600.0,CHEMBL3038508,S. aureus complex,190,0.29333333333333333,0,0
X1V9,TopoIV,0.2777777777777778,0.24932799932799937,0.5444444444444444,CHEMBL4792402,5.8,1600.0,CHEMBL3038508,S. aureus complex,190,0.2702702702702703,0,0
